distance_km,duration_minutes,pace,average_cadence,average_heartrate,cluster
42.2,386.0,9.05,156.0,140.0,8
42.2,378.5,8.55,152.0,138.0,3
42.2,385.8,9.06,157.0,141.0,8
42.2,382.4,9.0,154.0,139.0,3
42.2,379.0,8.55,153.0,138.0,3
42.2,385.0,9.04,155.0,140.0,3
42.2,381.7,9.0,154.0,139.0,3
42.2,389.0,9.09,157.0,142.0,8
42.2,376.0,8.51,152.0,138.0,3
42.2,387.0,9.07,156.0,141.0,8
42.2,383.5,9.02,154.0,139.0,3
42.2,380.8,8.59,155.0,140.0,3
42.2,385.2,9.06,156.0,142.0,3
42.2,382.0,9.0,154.0,139.0,3
50.0,330.0,6.36,160.0,140.0,3
50.0,335.0,6.42,158.0,138.0,3
50.0,325.0,6.3,162.0,139.0,6
50.0,340.0,6.48,157.0,141.0,3
50.0,328.0,6.33,161.0,140.0,3
50.0,332.0,6.38,159.0,139.0,3
50.0,331.0,6.37,160.0,138.0,3
50.0,336.0,6.42,157.0,137.0,3
50.0,332.0,6.38,158.0,139.0,3
50.0,329.0,6.35,160.0,140.0,3
50.0,334.0,6.4,159.0,138.0,3
50.0,327.0,6.32,162.0,139.0,3
50.0,338.0,6.45,156.0,137.0,3
50.0,324.0,6.28,163.0,138.0,6
50.0,333.0,6.39,158.0,137.0,3
50.0,329.0,6.35,160.0,138.0,3
50.0,336.0,6.42,157.0,137.0,3
50.0,322.0,6.26,164.0,139.0,6
50.0,340.0,6.48,156.0,140.0,3
50.0,328.0,6.33,161.0,139.0,3
50.0,333.0,6.39,158.0,137.0,3
50.0,331.0,6.37,160.0,138.0,3
50.0,330.0,6.36,159.0,139.0,3
50.0,326.0,6.31,162.0,138.0,3
50.0,324.0,6.28,163.0,137.0,6
50.0,600.0,12.0,155.0,130.0,2
50.0,622.5,12.27,160.0,132.0,2
50.0,590.0,11.48,153.0,129.0,2
50.0,610.0,12.12,157.0,131.0,2
50.0,605.0,12.06,156.0,130.0,2
50.0,615.0,12.18,158.0,132.0,2
50.0,630.0,12.36,154.0,128.0,2
50.0,595.0,11.53,159.0,131.0,2
50.0,580.0,11.36,152.0,127.0,2
50.0,605.0,12.06,156.0,130.0,2
50.0,630.0,12.36,154.0,128.0,2
50.0,615.0,12.18,157.0,131.0,2
50.0,600.0,12.0,155.0,130.0,2
50.0,620.0,12.24,160.0,132.0,2
50.0,590.0,11.48,153.0,129.0,2
50.0,630.0,12.36,157.0,131.0,2
50.0,605.0,12.06,156.0,130.0,2
50.0,595.0,11.53,159.0,131.0,2
50.0,580.0,11.36,152.0,127.0,2
50.0,610.0,12.12,157.0,131.0,2
50.0,600.0,12.0,155.0,130.0,2
50.0,615.0,12.18,158.0,132.0,2
50.0,585.0,11.42,154.0,128.0,2
50.0,605.0,12.06,156.0,130.0,2
50.0,620.0,12.24,160.0,132.0,2
50.0,600.0,12.0,155.0,130.0,2
50.0,585.0,11.42,154.0,128.0,2
50.0,720.0,14.24,150.0,135.0,9
50.0,735.0,14.42,152.0,137.0,9
50.0,710.0,14.12,149.0,133.0,9
50.0,750.0,15.0,151.0,136.0,9
50.0,700.0,14.0,148.0,132.0,9
50.0,725.0,14.3,150.0,134.0,9
50.0,730.0,14.36,149.0,136.0,9
50.0,695.0,13.54,147.0,130.0,9
50.0,715.0,14.18,149.0,132.0,9
50.0,740.0,14.48,151.0,137.0,9
50.0,680.0,13.36,146.0,129.0,9
50.0,760.0,15.12,152.0,138.0,9
50.0,690.0,13.48,147.0,131.0,9
50.0,715.0,14.18,150.0,133.0,9
50.0,745.0,14.54,151.0,135.0,9
50.0,675.0,13.3,146.0,128.0,9
50.0,710.0,14.12,149.0,132.0,9
50.0,685.0,13.42,147.0,130.0,9
50.0,760.0,15.12,152.0,139.0,9
50.0,695.0,13.54,148.0,132.0,9
50.0,720.0,14.24,150.0,134.0,9
50.0,680.0,13.36,147.0,129.0,9
50.0,755.0,15.06,151.0,136.0,9
50.0,705.0,14.06,149.0,133.0,9
50.0,695.0,13.54,147.0,131.0,9
50.0,725.0,14.3,150.0,134.0,9
50.0,720.0,14.24,150.0,133.0,9
50.0,690.0,13.48,147.0,130.0,9
50.0,735.0,14.42,152.0,137.0,9
50.0,420.0,8.24,150.0,140.0,8
50.0,415.0,8.18,148.0,138.0,8
50.0,430.0,8.36,152.0,142.0,8
50.0,415.0,8.18,149.0,139.0,8
50.0,425.0,8.3,151.0,141.0,8
50.0,418.0,8.21,147.0,137.0,8
50.0,422.0,8.25,150.0,139.0,8
50.0,417.0,8.2,149.0,138.0,8
50.0,429.0,8.34,152.0,142.0,8
50.0,421.0,8.24,150.0,140.0,8
50.0,416.0,8.19,148.0,138.0,8
50.0,423.0,8.26,151.0,139.0,8
50.0,409.0,8.1,147.0,137.0,8
50.0,431.0,8.36,154.0,143.0,8
50.0,417.0,8.19,149.0,138.0,8
50.0,427.0,8.31,152.0,140.0,8
50.0,414.0,8.16,147.0,137.0,8
50.0,422.0,8.25,150.0,139.0,8
50.0,413.0,8.14,147.0,138.0,8
50.0,416.0,8.19,148.0,138.0,8
50.0,429.0,8.34,153.0,144.0,8
50.0,418.0,8.21,149.0,139.0,8
50.0,425.0,8.3,150.0,140.0,8
50.0,410.0,8.11,146.0,137.0,8
50.0,429.0,8.34,154.0,143.0,8
50.0,417.0,8.19,149.0,138.0,8
50.0,423.0,8.26,151.0,139.0,8
50.0,412.0,8.14,147.0,137.0,8
50.0,600.0,12.0,160.0,140.0,2
50.0,610.0,12.12,162.0,142.0,2
50.0,590.0,11.48,159.0,139.0,2
50.0,615.0,12.18,161.0,141.0,2
50.0,605.0,12.06,160.0,140.0,2
50.0,620.0,12.24,163.0,143.0,2
50.0,585.0,11.42,159.0,138.0,2
50.0,595.0,11.54,160.0,139.0,2
50.0,605.0,12.06,161.0,140.0,2
50.0,607.0,12.08,164.0,142.0,2
50.0,603.0,12.03,159.0,139.0,2
50.0,612.0,12.14,162.0,141.0,2
50.0,598.0,11.57,160.0,140.0,2
50.0,610.0,12.12,162.0,141.0,2
50.0,585.0,11.42,159.0,138.0,2
50.0,593.0,11.51,160.0,139.0,2
50.0,600.0,12.0,160.0,140.0,2
50.0,605.0,12.06,161.0,141.0,2
50.0,585.0,11.42,159.0,138.0,2
50.0,607.0,12.08,164.0,142.0,2
50.0,612.0,12.14,162.0,141.0,2
50.0,600.0,12.0,160.0,140.0,2
50.0,595.0,11.54,160.0,139.0,2
50.0,610.0,12.12,162.0,141.0,2
50.0,598.0,11.57,160.0,140.0,2
50.0,603.0,12.03,159.0,139.0,2
5.0,35.0,7.0,165.0,135.0,7
5.0,36.0,7.12,162.0,137.0,7
5.0,34.5,6.54,168.0,133.0,7
5.0,36.5,7.18,160.0,138.0,7
5.0,33.8,6.46,172.0,132.0,7
5.0,35.2,7.02,166.0,136.0,7
5.0,34.8,6.57,169.0,134.0,7
5.0,36.2,7.14,161.0,137.0,7
5.0,32.9,6.34,175.0,130.0,7
5.0,35.5,7.06,164.0,135.0,7
5.0,34.2,6.5,170.0,132.0,7
5.0,36.1,7.13,162.0,138.0,7
5.0,33.7,6.44,173.0,131.0,7
5.0,35.8,7.09,165.0,136.0,7
5.0,34.4,6.52,171.0,133.0,7
5.0,36.3,7.16,160.0,137.0,7
5.0,33.5,6.42,174.0,130.0,7
5.0,35.9,7.1,163.0,135.0,7
5.0,34.1,6.48,169.0,132.0,7
5.0,36.4,7.16,160.0,137.0,7
5.0,32.8,6.33,176.0,129.0,7
5.0,35.1,7.01,166.0,134.0,7
5.0,34.7,6.56,168.0,133.0,7
5.0,36.0,7.12,161.0,137.0,7
5.0,33.9,6.46,173.0,131.0,7
5.0,35.6,7.07,164.0,135.0,7
5.0,34.3,6.51,170.0,132.0,7
5.0,36.5,7.18,159.0,138.0,7
5.0,35.2,7.02,170.0,145.0,7
5.0,37.1,7.22,168.0,147.0,7
5.0,34.7,6.54,172.0,144.0,7
5.0,36.5,7.18,169.0,146.0,7
5.0,33.8,6.44,173.0,143.0,7
5.0,36.9,7.21,167.0,147.0,7
5.0,35.0,7.0,169.0,145.0,7
5.0,34.3,6.5,171.0,144.0,7
5.0,36.1,7.12,166.0,146.0,7
5.0,33.5,6.42,175.0,142.0,7
5.0,36.0,7.12,165.0,146.0,7
5.0,34.9,6.57,170.0,144.0,7
5.0,35.5,7.05,168.0,145.0,7
5.0,34.1,6.48,172.0,143.0,7
5.0,35.3,7.03,169.0,144.0,7
5.0,36.2,7.12,165.0,146.0,7
5.0,34.8,6.57,171.0,144.0,7
5.0,33.9,6.46,173.0,143.0,7
5.0,36.3,7.15,164.0,147.0,7
5.0,35.1,7.01,169.0,144.0,7
5.0,35.7,7.08,167.0,145.0,7
5.0,34.6,6.54,172.0,143.0,7
5.0,36.4,7.16,164.0,147.0,7
5.0,35.4,7.04,169.0,144.0,7
5.0,34.2,6.5,172.0,143.0,7
5.0,36.0,7.12,166.0,146.0,7
5.0,35.2,7.02,170.0,145.0,7
5.0,34.9,6.57,171.0,144.0,7
5.0,32.5,6.3,160.0,135.0,7
5.0,33.5,6.42,155.0,137.0,7
5.0,31.0,6.12,162.0,133.0,7
5.0,34.0,6.48,150.0,138.0,7
5.0,32.0,6.24,158.0,134.0,7
5.0,33.0,6.36,157.0,136.0,7
5.0,30.5,6.06,164.0,132.0,7
5.0,33.2,6.38,152.0,137.0,7
5.0,31.8,6.21,159.0,134.0,7
5.0,34.5,6.54,149.0,139.0,7
5.0,30.8,6.1,163.0,132.0,7
5.0,32.8,6.33,157.0,135.0,7
5.0,33.5,6.42,156.0,136.0,7
5.0,31.2,6.14,161.0,133.0,7
5.0,34.2,6.5,148.0,138.0,7
5.0,32.4,6.29,159.0,134.0,7
5.0,33.9,6.46,154.0,137.0,7
5.0,30.9,6.1,162.0,132.0,7
5.0,34.1,6.49,147.0,139.0,7
5.0,32.2,6.26,158.0,134.0,7
5.0,33.4,6.4,155.0,136.0,7
5.0,31.5,6.18,160.0,133.0,7
5.0,34.6,6.55,146.0,140.0,7
5.0,32.1,6.25,159.0,134.0,7
5.0,33.1,6.37,154.0,136.0,7
5.0,30.7,6.08,164.0,132.0,7
5.0,34.3,6.52,147.0,139.0,7
5.0,35.2,7.02,165.0,135.0,7
5.0,36.8,7.21,168.0,137.0,7
5.0,34.5,6.54,162.0,133.0,7
5.0,36.0,7.12,166.0,136.0,7
5.0,35.1,7.02,165.0,134.0,7
5.0,35.7,7.07,164.0,136.0,7
5.0,36.2,7.14,167.0,138.0,7
5.0,34.8,6.57,163.0,132.0,7
5.0,35.5,7.05,165.0,135.0,7
5.0,36.5,7.18,168.0,137.0,7
5.0,35.0,7.0,166.0,134.0,7
5.0,34.9,6.58,162.0,133.0,7
5.0,36.7,7.2,167.0,138.0,7
5.0,33.9,6.46,161.0,130.0,7
5.0,35.9,7.1,164.0,137.0,7
5.0,36.1,7.12,165.0,138.0,7
5.0,35.4,7.04,164.0,135.0,7
5.0,34.7,6.56,162.0,132.0,7
5.0,35.6,7.06,165.0,136.0,7
5.0,36.3,7.16,168.0,138.0,7
5.0,35.2,7.02,164.0,134.0,7
5.0,34.6,6.55,163.0,132.0,7
5.0,36.0,7.12,166.0,137.0,7
5.0,35.3,7.03,165.0,135.0,7
5.0,36.2,7.14,167.0,138.0,7
5.0,35.0,7.0,165.0,134.0,7
5.0,36.0,7.12,166.0,137.0,7
5.0,30.0,6.0,160.0,150.0,7
5.0,32.2,6.26,165.0,152.0,7
5.0,29.5,5.54,158.0,148.0,7
5.0,31.0,6.12,162.0,151.0,7
5.0,30.7,6.08,161.0,150.0,7
5.0,29.8,5.57,159.0,149.0,7
5.0,32.0,6.24,164.0,153.0,7
5.0,30.5,6.06,160.0,150.0,7
5.0,31.2,6.14,163.0,151.0,7
5.0,29.9,5.58,159.0,148.0,7
5.0,30.8,6.09,161.0,149.0,7
5.0,31.5,6.18,164.0,152.0,7
5.0,30.2,6.02,160.0,150.0,7
5.0,30.9,6.1,162.0,151.0,7
5.0,31.1,6.13,163.0,152.0,7
5.0,29.7,5.56,158.0,147.0,7
5.0,31.4,6.16,164.0,153.0,7
5.0,30.6,6.07,160.0,149.0,7
5.0,29.6,5.55,157.0,148.0,7
5.0,32.3,6.27,166.0,154.0,7
5.0,30.3,6.03,161.0,150.0,7
5.0,30.1,6.02,160.0,149.0,7
5.0,29.8,5.57,159.0,148.0,7
5.0,31.8,6.21,165.0,154.0,7
5.0,31.0,6.12,163.0,152.0,7
5.0,30.4,6.04,160.0,149.0,7
5.0,30.9,6.1,161.0,150.0,7
5.0,30.0,6.0,160.0,150.0,7
10.0,65.5,6.33,152.0,135.0,1
10.0,66.8,6.41,150.0,137.0,1
10.0,64.2,6.26,154.0,133.0,1
10.0,67.4,6.44,149.0,138.0,1
10.0,66.0,6.36,151.0,136.0,1
10.0,65.0,6.3,153.0,134.0,1
10.0,66.3,6.38,150.0,137.0,1
10.0,64.8,6.3,154.0,132.0,1
10.0,67.1,6.42,149.0,139.0,1
10.0,65.9,6.35,152.0,135.0,1
10.0,66.5,6.39,150.0,137.0,1
10.0,65.2,6.31,154.0,132.0,1
10.0,66.2,6.37,151.0,136.0,1
10.0,64.5,6.27,155.0,133.0,1
10.0,66.7,6.41,149.0,138.0,1
10.0,65.4,6.32,153.0,134.0,1
10.0,66.1,6.37,150.0,137.0,1
10.0,64.9,6.29,154.0,132.0,1
10.0,66.4,6.39,150.0,136.0,1
10.0,65.7,6.34,153.0,134.0,1
10.0,66.3,6.38,150.0,137.0,1
10.0,64.6,6.27,154.0,132.0,1
10.0,66.6,6.39,149.0,138.0,1
10.0,65.3,6.31,155.0,134.0,1
10.0,66.2,6.37,150.0,137.0,1
10.0,64.7,6.28,154.0,132.0,1
10.0,66.5,6.39,149.0,136.0,1
10.0,65.0,6.3,153.0,134.0,1
10.0,66.4,6.39,150.0,137.0,1
10.0,65.3,6.33,150.0,135.0,1
10.0,68.1,6.51,148.0,137.0,1
10.0,64.0,6.24,152.0,134.0,1
10.0,66.5,6.4,149.0,136.0,1
10.0,70.2,7.02,147.0,138.0,1
10.0,67.8,6.48,149.0,136.0,1
10.0,63.9,6.25,153.0,133.0,1
10.0,72.0,7.12,146.0,139.0,1
10.0,65.8,6.36,151.0,134.0,1
10.0,66.7,6.42,148.0,135.0,1
10.0,64.5,6.28,152.0,132.0,1
10.0,67.3,6.45,149.0,136.0,1
10.0,69.5,6.58,147.0,137.0,1
10.0,62.9,6.18,154.0,132.0,1
10.0,66.2,6.38,150.0,134.0,1
10.0,65.5,6.33,151.0,133.0,1
10.0,70.8,7.06,146.0,138.0,1
10.0,64.2,6.26,152.0,133.0,1
10.0,63.7,6.23,153.0,132.0,1
10.0,67.1,6.43,149.0,135.0,1
10.0,66.0,6.36,151.0,134.0,1
10.0,68.3,6.5,148.0,137.0,1
10.0,65.0,6.3,152.0,133.0,1
10.0,69.0,6.54,147.0,137.0,1
10.0,67.0,6.42,149.0,135.0,1
10.0,66.6,6.4,148.0,134.0,1
10.0,65.5,6.33,165.0,140.0,1
10.0,66.2,6.37,162.0,138.0,1
10.0,67.0,6.42,164.0,142.0,1
10.0,64.8,6.29,163.0,139.0,1
10.0,66.5,6.39,161.0,137.0,1
10.0,65.8,6.35,166.0,138.0,1
10.0,67.3,6.44,164.0,140.0,1
10.0,66.0,6.36,163.0,139.0,1
10.0,65.0,6.3,166.0,141.0,1
10.0,66.8,6.41,162.0,137.0,1
10.0,64.7,6.29,165.0,139.0,1
10.0,67.1,6.42,164.0,140.0,1
10.0,66.3,6.38,162.0,138.0,1
10.0,65.9,6.36,163.0,139.0,1
10.0,66.4,6.39,165.0,137.0,1
10.0,64.9,6.29,164.0,138.0,1
10.0,67.5,6.45,163.0,142.0,1
10.0,65.2,6.31,165.0,140.0,1
10.0,66.2,6.37,162.0,138.0,1
10.0,64.5,6.27,164.0,137.0,1
10.0,67.0,6.42,164.0,141.0,1
10.0,65.6,6.34,165.0,139.0,1
10.0,66.7,6.4,162.0,138.0,1
10.0,64.4,6.27,166.0,137.0,1
10.0,67.2,6.43,163.0,141.0,1
10.0,65.4,6.32,165.0,140.0,1
10.0,66.5,6.39,162.0,137.0,1
10.0,80.5,8.03,165.0,140.0,1
10.0,82.7,8.15,160.0,142.0,1
10.0,78.3,7.5,168.0,138.0,1
10.0,85.2,8.3,162.0,141.0,1
10.0,79.4,7.56,164.0,139.0,1
10.0,81.9,8.11,166.0,142.0,1
10.0,83.2,8.19,161.0,143.0,1
10.0,77.8,7.47,170.0,137.0,1
10.0,80.2,8.01,163.0,139.0,1
10.0,84.4,8.26,159.0,142.0,1
10.0,79.0,7.54,167.0,138.0,1
10.0,81.2,8.07,165.0,140.0,1
10.0,82.5,8.15,162.0,142.0,1
10.0,78.0,7.48,169.0,137.0,1
10.0,80.8,8.05,164.0,139.0,1
10.0,83.9,8.23,160.0,141.0,1
10.0,76.9,7.42,172.0,136.0,1
10.0,85.5,8.32,158.0,143.0,1
10.0,79.7,7.58,166.0,138.0,1
10.0,83.0,8.18,161.0,142.0,1
10.0,80.0,8.0,164.0,139.0,1
10.0,82.3,8.13,162.0,141.0,1
10.0,81.5,8.1,163.0,140.0,1
10.0,84.1,8.24,159.0,142.0,1
10.0,77.3,7.44,171.0,137.0,1
10.0,80.9,8.05,165.0,139.0,1
10.0,83.4,8.21,161.0,141.0,1
10.0,78.4,7.51,168.0,137.0,1
10.0,82.0,8.12,163.0,140.0,1
10.0,61.5,6.09,162.0,140.0,1
10.0,59.8,5.58,160.0,138.0,1
10.0,60.3,6.02,161.0,139.0,1
10.0,62.0,6.12,163.0,141.0,1
10.0,63.2,6.19,164.0,142.0,1
10.0,59.5,5.57,159.0,137.0,1
10.0,60.8,6.05,160.0,138.0,1
10.0,60.0,6.0,161.0,139.0,1
10.0,62.2,6.13,162.0,140.0,1
10.0,61.0,6.06,163.0,142.0,1
10.0,60.7,6.04,160.0,138.0,1
10.0,59.9,5.59,159.0,137.0,1
10.0,63.5,6.21,164.0,143.0,1
10.0,60.2,6.01,160.0,139.0,1
10.0,62.5,6.15,162.0,141.0,1
10.0,59.3,5.56,158.0,136.0,1
10.0,61.8,6.1,163.0,142.0,1
10.0,60.5,6.03,161.0,138.0,1
10.0,62.8,6.17,164.0,142.0,1
10.0,60.1,6.0,160.0,138.0,1
10.0,63.0,6.18,164.0,143.0,1
10.0,59.7,5.58,159.0,137.0,1
10.0,61.6,6.1,162.0,141.0,1
10.0,60.4,6.03,161.0,138.0,1
10.0,62.9,6.18,164.0,142.0,1
10.0,60.0,6.0,160.0,138.0,1
10.0,62.3,6.14,163.0,141.0,1
10.0,60.6,6.04,161.0,138.0,1
10.0,61.9,6.11,162.0,141.0,1
10.0,60.3,6.02,160.0,138.0,1
21.1,150.0,7.05,165.0,140.0,5
21.1,152.0,7.1,163.0,142.0,5
21.1,148.0,6.58,164.0,139.0,5
21.1,155.0,7.44,162.0,141.0,5
21.1,149.0,7.26,166.0,138.0,5
21.1,151.0,7.07,165.0,139.0,5
21.1,153.0,7.38,164.0,140.0,5
21.1,147.0,7.2,168.0,137.0,5
21.1,154.0,7.41,163.0,141.0,5
21.1,149.5,7.27,165.0,139.0,5
21.1,151.2,7.32,164.0,140.0,5
21.1,150.5,7.3,165.0,139.0,5
21.1,149.8,7.27,167.0,138.0,5
21.1,152.3,7.35,162.0,142.0,5
21.1,148.7,7.25,166.0,139.0,5
21.1,151.7,7.33,164.0,141.0,5
21.1,150.2,7.28,165.0,139.0,5
21.1,150.8,7.31,164.0,140.0,5
21.1,153.3,7.38,163.0,142.0,5
21.1,149.2,7.26,167.0,138.0,5
21.1,150.6,7.29,165.0,139.0,5
21.1,151.4,7.32,164.0,140.0,5
21.1,149.9,7.28,166.0,139.0,5
21.1,150.3,7.3,165.0,139.0,5
21.1,152.5,7.36,162.0,141.0,5
21.1,150.1,7.28,166.0,139.0,5
21.1,151.1,7.32,164.0,140.0,5
21.1,150.7,7.3,165.0,139.0,5
21.1,230.0,10.52,160.0,135.0,0
21.1,225.0,10.37,162.0,137.0,0
21.1,235.0,11.44,159.0,134.0,0
21.1,228.0,10.44,161.0,136.0,0
21.1,232.0,11.34,158.0,133.0,0
21.1,229.0,11.25,160.0,135.0,0
21.1,231.0,11.3,159.0,132.0,0
21.1,227.0,11.19,162.0,137.0,0
21.1,234.0,11.41,157.0,132.0,0
21.1,226.0,11.16,161.0,136.0,0
21.1,233.0,11.38,156.0,131.0,0
21.1,229.0,11.25,160.0,135.0,0
21.1,230.0,11.28,159.0,133.0,0
21.1,227.0,11.19,161.0,137.0,0
21.1,234.0,11.41,157.0,132.0,0
21.1,228.0,10.44,162.0,138.0,0
21.1,231.0,11.3,160.0,134.0,0
21.1,229.0,11.25,160.0,135.0,0
21.1,230.0,11.28,159.0,133.0,0
21.1,232.0,11.34,158.0,132.0,0
21.1,226.0,11.16,163.0,137.0,0
21.1,234.0,11.41,157.0,131.0,0
21.1,229.0,11.25,160.0,135.0,0
21.1,228.0,10.44,161.0,137.0,0
21.1,230.0,11.28,159.0,134.0,0
21.1,231.0,11.3,160.0,136.0,0
21.1,150.0,7.06,160.0,135.0,5
21.1,152.5,7.14,162.0,137.0,5
21.1,148.0,5.51,158.0,133.0,5
21.1,153.0,7.13,161.0,136.0,5
21.1,149.0,5.54,159.0,134.0,5
21.1,151.0,5.58,160.0,136.0,5
21.1,152.0,6.01,163.0,138.0,5
21.1,147.0,5.49,157.0,132.0,5
21.1,154.0,6.06,164.0,137.0,5
21.1,150.5,5.57,161.0,135.0,5
21.1,149.5,5.55,159.0,134.0,5
21.1,151.5,5.59,162.0,137.0,5
21.1,150.2,5.56,160.0,136.0,5
21.1,152.0,6.01,163.0,138.0,5
21.1,149.8,5.55,159.0,134.0,5
21.1,151.8,6.0,161.0,137.0,5
21.1,148.5,5.53,158.0,133.0,5
21.1,153.2,6.04,164.0,138.0,5
21.1,150.8,5.58,160.0,135.0,5
21.1,152.3,6.02,162.0,137.0,5
21.1,147.5,5.5,157.0,132.0,5
21.1,149.2,5.55,159.0,134.0,5
21.1,150.6,5.57,160.0,135.0,5
21.1,151.0,5.59,162.0,137.0,5
21.1,152.7,6.03,163.0,138.0,5
21.1,150.3,5.57,160.0,135.0,5
21.1,154.0,6.06,165.0,139.0,5
21.1,162.5,7.41,165.0,135.0,5
21.1,165.3,7.48,162.0,133.0,5
21.1,160.8,7.35,164.0,136.0,5
21.1,163.2,7.41,163.0,134.0,5
21.1,166.4,7.5,160.0,132.0,5
21.1,164.0,7.43,164.0,135.0,5
21.1,161.7,7.36,166.0,136.0,5
21.1,163.5,7.42,161.0,134.0,5
21.1,160.5,7.34,168.0,137.0,5
21.1,162.2,7.39,164.0,135.0,5
21.1,165.0,7.47,160.0,132.0,5
21.1,159.8,7.31,169.0,138.0,5
21.1,164.4,7.44,162.0,134.0,5
21.1,161.9,7.36,167.0,137.0,5
21.1,163.8,7.43,165.0,135.0,5
21.1,160.2,7.33,169.0,139.0,5
21.1,162.7,7.4,166.0,136.0,5
21.1,164.9,7.46,161.0,133.0,5
21.1,160.9,7.34,168.0,138.0,5
21.1,161.3,7.35,167.0,137.0,5
21.1,163.9,7.44,163.0,134.0,5
21.1,158.7,7.27,170.0,140.0,5
21.1,162.3,7.38,165.0,135.0,5
21.1,164.1,7.44,162.0,134.0,5
21.1,160.4,7.34,169.0,137.0,5
21.1,163.4,7.42,164.0,134.0,5
21.1,162.0,7.37,166.0,135.0,5
21.1,165.1,7.48,160.0,132.0,5
21.1,159.9,7.31,168.0,137.0,5
21.1,162.9,7.4,165.0,134.0,5
21.1,164.5,7.45,162.0,133.0,5
21.1,165.0,7.48,162.0,138.0,5
21.1,173.0,8.1,159.0,140.0,5
21.1,160.0,7.33,164.0,137.0,5
21.1,170.0,8.01,160.0,139.0,5
21.1,168.0,7.55,161.0,138.0,5
21.1,162.0,7.38,163.0,137.0,5
21.1,167.0,7.52,160.0,138.0,5
21.1,164.0,7.43,162.0,137.0,5
21.1,171.0,8.04,158.0,139.0,5
21.1,166.0,7.49,161.0,138.0,5
21.1,164.0,7.43,162.0,137.0,5
21.1,159.0,7.28,165.0,136.0,5
21.1,170.0,8.01,160.0,139.0,5
21.1,163.0,7.4,163.0,137.0,5
21.1,168.0,7.55,161.0,138.0,5
21.1,171.0,8.04,157.0,139.0,5
21.1,160.0,7.31,166.0,136.0,5
21.1,167.0,7.52,160.0,138.0,5
21.1,169.0,7.57,159.0,139.0,5
21.1,162.0,7.38,164.0,137.0,5
21.1,164.0,7.44,163.0,137.0,5
21.1,166.0,7.49,162.0,138.0,5
21.1,161.0,7.35,165.0,137.0,5
21.1,168.0,7.55,161.0,138.0,5
21.1,165.0,7.46,162.0,137.0,5
21.1,170.0,8.01,160.0,139.0,5
42.2,420.0,10.0,160.0,150.0,8
42.2,415.0,9.51,158.0,148.0,8
42.2,430.0,10.08,162.0,151.0,8
42.2,425.0,10.0,159.0,149.0,8
42.2,418.0,9.5,161.0,147.0,8
42.2,422.0,9.56,160.0,148.0,8
42.2,433.0,10.12,163.0,152.0,8
42.2,418.0,9.5,162.0,149.0,8
42.2,429.0,10.06,164.0,153.0,8
42.2,419.0,9.52,159.0,150.0,8
42.2,425.0,10.0,160.0,149.0,8
42.2,415.0,9.51,158.0,147.0,8
42.2,412.0,9.41,157.0,146.0,8
42.2,432.0,10.1,164.0,154.0,8
42.2,427.0,10.03,161.0,152.0,8
42.2,418.0,9.5,160.0,148.0,8
42.2,415.0,9.46,157.0,147.0,8
42.2,441.0,10.23,165.0,155.0,8
42.2,410.0,9.39,156.0,146.0,8
42.2,423.0,9.57,159.0,149.0,8
42.2,418.0,9.5,160.0,148.0,8
42.2,419.0,9.52,160.0,149.0,8
42.2,432.0,10.1,164.0,154.0,8
42.2,414.0,9.45,157.0,146.0,8
42.2,417.0,9.5,159.0,148.0,8
42.2,436.0,10.16,166.0,156.0,8
42.2,419.0,9.52,160.0,149.0,8
42.2,421.0,9.55,161.0,150.0,8
42.2,360.0,8.31,150.0,140.0,3
42.2,370.5,8.46,148.0,138.0,3
42.2,355.3,8.23,152.0,141.0,3
42.2,375.2,8.5,149.0,139.0,3
42.2,365.4,8.37,151.0,142.0,3
42.2,362.0,8.32,150.0,140.0,3
42.2,368.7,8.43,149.0,138.0,3
42.2,370.0,8.46,147.0,137.0,3
42.2,355.9,8.24,152.0,142.0,3
42.2,358.4,8.27,151.0,141.0,3
42.2,382.0,9.0,146.0,135.0,3
42.2,365.0,8.37,150.0,139.0,3
42.2,372.0,8.46,148.0,137.0,3
42.2,358.0,8.26,152.0,142.0,3
42.2,375.0,8.5,149.0,138.0,3
42.2,363.4,8.34,151.0,140.0,3
42.2,370.8,8.46,148.0,137.0,3
42.2,360.0,8.28,151.0,141.0,3
42.2,359.0,8.27,152.0,142.0,3
42.2,367.0,8.39,149.0,136.0,3
42.2,380.0,8.57,145.0,134.0,3
42.2,370.0,8.44,147.0,137.0,3
42.2,355.0,8.22,153.0,143.0,3
42.2,380.8,8.58,144.0,133.0,3
42.2,365.0,8.36,150.0,140.0,3
42.2,370.0,8.44,148.0,138.0,3
42.2,358.0,8.26,151.0,141.0,3
42.2,370.0,8.44,147.0,137.0,3
42.2,340.0,8.02,160.0,135.0,3
42.2,355.0,8.24,155.0,138.0,3
42.2,330.0,7.47,162.0,132.0,3
42.2,355.0,8.23,154.0,137.0,3
42.2,345.0,8.07,158.0,134.0,3
42.2,360.0,8.29,153.0,136.0,3
42.2,338.0,7.57,161.0,133.0,3
42.2,347.0,8.1,157.0,135.0,3
42.2,358.0,8.25,154.0,137.0,3
42.2,342.0,8.03,159.0,134.0,3
42.2,344.0,8.06,158.0,132.0,3
42.2,350.0,8.15,156.0,133.0,3
